ID,Segment,Country,Product,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,COGS,Profit,Date,Month Number,Month Name,Year,Price
455,Consumer,Germany,Monitor,High,60,145,775,46500,9300,37200,8700,28500,3/30/2024,3,March,2024,775
456,Home Office,Italy,Laptop,Medium,5,137,1085,5425,542.5,4882.5,685,4197.5,3/31/2024,3,March,2024,1085
457,Consumer,United States,Smartphone,Low,68,127,1179,80172,4008.6,76163.4,8636,67527.4,4/1/2024,4,April,2024,1179
458,Home Office,France,Smartphone,Low,6,81,483,2898,144.9,2753.1,486,2267.1,4/2/2024,4,April,2024,483
459,Consumer,United States,Monitor,High,96,169,320,30720,6144,24576,16224,8352,4/3/2024,4,April,2024,320
460,Corporate,Italy,Monitor,Medium,94,95,306,28764,2876.4,25887.6,8930,16957.6,4/4/2024,4,April,2024,306
461,Home Office,France,Headphones,High,47,284,1132,53204,10640.8,42563.2,13348,29215.2,4/5/2024,4,April,2024,1132
462,Home Office,Italy,Headphones,Medium,99,193,886,87714,8771.4,78942.6,19107,59835.6,4/6/2024,4,April,2024,886
463,Corporate,Germany,Tablet,Medium,55,245,1196,65780,6578,59202,13475,45727,4/7/2024,4,April,2024,1196
464,Home Office,Germany,Smartphone,Low,40,293,403,16120,806,15314,11720,3594,4/8/2024,4,April,2024,403
465,Consumer,Germany,Smartphone,Low,52,214,364,18928,946.4,17981.6,11128,6853.6,4/9/2024,4,April,2024,364
466,Consumer,Italy,Headphones,High,16,231,504,8064,1612.8,6451.2,3696,2755.2,4/10/2024,4,April,2024,504
467,Consumer,United States,Headphones,Medium,13,262,696,9048,904.8,8143.2,3406,4737.2,4/11/2024,4,April,2024,696
468,Corporate,Germany,Smartphone,Low,30,191,831,24930,1246.5,23683.5,5730,17953.5,4/12/2024,4,April,2024,831
469,Corporate,Germany,Headphones,High,19,272,755,14345,2869,11476,5168,6308,4/13/2024,4,April,2024,755
470,Corporate,France,Smartphone,High,17,104,1023,17391,3478.2,13912.8,1768,12144.8,4/14/2024,4,April,2024,1023
471,Corporate,United States,Smartphone,High,63,225,355,22365,4473,17892,14175,3717,4/15/2024,4,April,2024,355
472,Consumer,France,Tablet,Low,19,259,566,10754,537.7,10216.3,4921,5295.3,4/16/2024,4,April,2024,566
473,Home Office,Italy,Laptop,Medium,92,56,918,84456,8445.6,76010.4,5152,70858.4,4/17/2024,4,April,2024,918
474,Corporate,France,Headphones,Low,58,123,1101,63858,3192.9,60665.1,7134,53531.1,4/18/2024,4,April,2024,1101
475,Home Office,Germany,Smartphone,Low,55,56,819,45045,2252.25,42792.75,3080,39712.75,4/19/2024,4,April,2024,819
476,Consumer,Germany,Monitor,Low,90,210,450,40500,2025,38475,18900,19575,4/20/2024,4,April,2024,450
477,Corporate,United Kingdom,Laptop,High,90,200,1156,104040,20808,83232,18000,65232,4/21/2024,4,April,2024,1156
478,Home Office,United States,Tablet,Low,62,134,1115,69130,3456.5,65673.5,8308,57365.5,4/22/2024,4,April,2024,1115
479,Consumer,United Kingdom,Smartphone,Medium,23,196,1081,24863,2486.3,22376.7,4508,17868.7,4/23/2024,4,April,2024,1081
480,Corporate,Italy,Headphones,High,9,161,533,4797,959.4,3837.6,1449,2388.6,4/24/2024,4,April,2024,533
481,Corporate,Italy,Laptop,Low,12,174,841,10092,504.6,9587.4,2088,7499.4,4/25/2024,4,April,2024,841
482,Consumer,Italy,Tablet,Low,1,196,1168,1168,58.4,1109.6,196,913.6,4/26/2024,4,April,2024,1168
483,Home Office,France,Laptop,High,58,85,710,41180,8236,32944,4930,28014,4/27/2024,4,April,2024,710
484,Consumer,United Kingdom,Laptop,Low,1,78,492,492,24.6,467.4,78,389.4,4/28/2024,4,April,2024,492
485,Corporate,Italy,Laptop,Medium,34,237,219,7446,744.6,6701.4,8058,-1356.6,4/29/2024,4,April,2024,219
486,Corporate,France,Laptop,High,96,131,481,46176,9235.2,36940.8,12576,24364.8,4/30/2024,4,April,2024,481
487,Consumer,United States,Tablet,Low,48,51,996,47808,2390.4,45417.6,2448,42969.6,5/1/2024,5,May,2024,996
488,Home Office,Italy,Headphones,Low,89,178,200,17800,890,16910,15842,1068,5/2/2024,5,May,2024,200
489,Consumer,Italy,Headphones,High,1,96,318,318,63.6,254.4,96,158.4,5/3/2024,5,May,2024,318
490,Home Office,United Kingdom,Monitor,Medium,16,246,234,3744,374.4,3369.6,3936,-566.4,5/4/2024,5,May,2024,234
491,Consumer,Germany,Smartphone,Low,61,197,397,24217,1210.85,23006.15,12017,10989.15,5/5/2024,5,May,2024,397
492,Consumer,France,Monitor,High,64,60,684,43776,8755.2,35020.8,3840,31180.8,5/6/2024,5,May,2024,684
493,Home Office,Italy,Headphones,Low,63,283,956,60228,3011.4,57216.6,17829,39387.6,5/7/2024,5,May,2024,956
494,Corporate,United Kingdom,Laptop,High,69,179,258,17802,3560.4,14241.6,12351,1890.6,5/8/2024,5,May,2024,258
495,Home Office,United States,Monitor,Low,22,244,1036,22792,1139.6,21652.4,5368,16284.4,5/9/2024,5,May,2024,1036
496,Home Office,United Kingdom,Smartphone,Low,93,264,360,33480,1674,31806,24552,7254,5/10/2024,5,May,2024,360
497,Home Office,France,Smartphone,High,67,168,890,59630,11926,47704,11256,36448,5/11/2024,5,May,2024,890
498,Consumer,France,Smartphone,Low,76,189,405,30780,1539,29241,14364,14877,5/12/2024,5,May,2024,405
499,Corporate,Italy,Laptop,Low,26,69,211,5486,274.3,5211.7,1794,3417.7,5/13/2024,5,May,2024,211
500,Home Office,France,Tablet,Medium,16,54,689,11024,1102.4,9921.6,864,9057.6,5/14/2024,5,May,2024,689
501,Corporate,United States,Smartphone,Medium,51,86,475,24225,2422.5,21802.5,4386,17416.5,5/15/2024,5,May,2024,475
502,Corporate,United States,Headphones,Medium,86,215,892,76712,7671.2,69040.8,18490,50550.8,5/16/2024,5,May,2024,892
503,Consumer,Italy,Monitor,Low,57,271,441,25137,1256.85,23880.15,15447,8433.15,5/17/2024,5,May,2024,441
504,Consumer,France,Monitor,Medium,29,186,415,12035,1203.5,10831.5,5394,5437.5,5/18/2024,5,May,2024,415
505,Corporate,United Kingdom,Headphones,High,78,275,450,35100,7020,28080,21450,6630,5/19/2024,5,May,2024,450
506,Consumer,France,Tablet,High,92,102,1010,92920,18584,74336,9384,64952,5/20/2024,5,May,2024,1010
507,Corporate,United Kingdom,Smartphone,Low,69,221,325,22425,1121.25,21303.75,15249,6054.75,5/21/2024,5,May,2024,325
508,Home Office,Italy,Tablet,High,47,148,1193,56071,11214.2,44856.8,6956,37900.8,5/22/2024,5,May,2024,1193
509,Corporate,France,Laptop,High,94,293,416,39104,7820.8,31283.2,27542,3741.2,5/23/2024,5,May,2024,416
510,Consumer,Italy,Monitor,Low,62,299,505,31310,1565.5,29744.5,18538,11206.5,5/24/2024,5,May,2024,505
511,Consumer,United Kingdom,Laptop,Medium,69,135,996,68724,6872.4,61851.6,9315,52536.6,5/25/2024,5,May,2024,996
512,Home Office,United Kingdom,Headphones,Low,76,157,384,29184,1459.2,27724.8,11932,15792.8,5/26/2024,5,May,2024,384
513,Consumer,Italy,Monitor,Low,16,73,238,3808,190.4,3617.6,1168,2449.6,5/27/2024,5,May,2024,238
514,Corporate,United Kingdom,Monitor,High,90,130,422,37980,7596,30384,11700,18684,5/28/2024,5,May,2024,422
515,Consumer,United States,Monitor,High,90,251,383,34470,6894,27576,22590,4986,5/29/2024,5,May,2024,383
516,Corporate,United Kingdom,Smartphone,Low,48,207,694,33312,1665.6,31646.4,9936,21710.4,5/30/2024,5,May,2024,694
517,Corporate,United Kingdom,Monitor,Medium,85,169,626,53210,5321,47889,14365,33524,5/31/2024,5,May,2024,626
518,Corporate,United Kingdom,Headphones,High,39,108,377,14703,2940.6,11762.4,4212,7550.4,6/1/2024,6,June,2024,377
519,Corporate,United Kingdom,Laptop,High,33,287,1118,36894,7378.8,29515.2,9471,20044.2,6/2/2024,6,June,2024,1118
520,Home Office,Germany,Laptop,Low,94,264,627,58938,2946.9,55991.1,24816,31175.1,6/3/2024,6,June,2024,627
521,Corporate,Germany,Tablet,High,23,177,493,11339,2267.8,9071.2,4071,5000.2,6/4/2024,6,June,2024,493
522,Consumer,Italy,Laptop,Medium,10,273,1051,10510,1051,9459,2730,6729,6/5/2024,6,June,2024,1051
523,Corporate,Italy,Smartphone,Low,69,258,350,24150,1207.5,22942.5,17802,5140.5,6/6/2024,6,June,2024,350
524,Home Office,Germany,Tablet,High,34,163,583,19822,3964.4,15857.6,5542,10315.6,6/7/2024,6,June,2024,583
525,Corporate,Germany,Headphones,Medium,52,164,837,43524,4352.4,39171.6,8528,30643.6,6/8/2024,6,June,2024,837
526,Home Office,Germany,Monitor,High,95,258,1012,96140,19228,76912,24510,52402,6/9/2024,6,June,2024,1012
527,Home Office,France,Tablet,Low,10,63,507,5070,253.5,4816.5,630,4186.5,6/10/2024,6,June,2024,507
528,Home Office,Germany,Laptop,Medium,19,58,535,10165,1016.5,9148.5,1102,8046.5,6/11/2024,6,June,2024,535
529,Consumer,France,Tablet,Low,58,89,1145,66410,3320.5,63089.5,5162,57927.5,6/12/2024,6,June,2024,1145
530,Corporate,Italy,Laptop,Medium,96,243,945,90720,9072,81648,23328,58320,6/13/2024,6,June,2024,945
531,Consumer,France,Laptop,High,1,286,1091,1091,218.2,872.8,286,586.8,6/14/2024,6,June,2024,1091
532,Corporate,United States,Smartphone,Medium,69,74,574,39606,3960.6,35645.4,5106,30539.4,6/15/2024,6,June,2024,574
533,Consumer,Germany,Smartphone,High,4,152,207,828,165.6,662.4,608,54.4,6/16/2024,6,June,2024,207
534,Consumer,Germany,Laptop,High,16,250,540,8640,1728,6912,4000,2912,6/17/2024,6,June,2024,540
535,Consumer,United Kingdom,Laptop,Medium,24,295,328,7872,787.2,7084.8,7080,4.8,6/18/2024,6,June,2024,328
536,Corporate,United Kingdom,Tablet,Medium,80,71,975,78000,7800,70200,5680,64520,6/19/2024,6,June,2024,975
537,Consumer,United Kingdom,Headphones,High,2,284,868,1736,347.2,1388.8,568,820.8,6/20/2024,6,June,2024,868
538,Home Office,Italy,Monitor,Medium,92,287,551,50692,5069.2,45622.8,26404,19218.8,6/21/2024,6,June,2024,551
539,Home Office,United Kingdom,Monitor,High,32,53,557,17824,3564.8,14259.2,1696,12563.2,6/22/2024,6,June,2024,557
540,Consumer,United States,Laptop,High,91,203,716,65156,13031.2,52124.8,18473,33651.8,6/23/2024,6,June,2024,716
541,Consumer,United Kingdom,Monitor,High,84,235,694,58296,11659.2,46636.8,19740,26896.8,6/24/2024,6,June,2024,694
542,Home Office,Italy,Smartphone,Medium,24,78,285,6840,684,6156,1872,4284,6/25/2024,6,June,2024,285
543,Consumer,United States,Smartphone,Low,12,158,374,4488,224.4,4263.6,1896,2367.6,6/26/2024,6,June,2024,374
544,Home Office,United Kingdom,Tablet,Medium,50,147,1001,50050,5005,45045,7350,37695,6/27/2024,6,June,2024,1001
545,Consumer,France,Monitor,Medium,35,264,392,13720,1372,12348,9240,3108,6/28/2024,6,June,2024,392
546,Corporate,United States,Headphones,Medium,33,86,510,16830,1683,15147,2838,12309,6/29/2024,6,June,2024,510
547,Corporate,United Kingdom,Smartphone,Medium,33,124,318,10494,1049.4,9444.6,4092,5352.6,6/30/2024,6,June,2024,318
548,Consumer,United Kingdom,Monitor,Medium,61,119,417,25437,2543.7,22893.3,7259,15634.3,7/1/2024,7,July,2024,417
549,Home Office,France,Smartphone,Medium,51,195,626,31926,3192.6,28733.4,9945,18788.4,7/2/2024,7,July,2024,626
550,Corporate,Italy,Tablet,High,43,177,1169,50267,10053.4,40213.6,7611,32602.6,7/3/2024,7,July,2024,1169
551,Home Office,United Kingdom,Tablet,High,12,134,613,7356,1471.2,5884.8,1608,4276.8,7/4/2024,7,July,2024,613
552,Corporate,United States,Smartphone,Medium,67,91,313,20971,2097.1,18873.9,6097,12776.9,7/5/2024,7,July,2024,313
553,Corporate,United States,Tablet,Medium,65,149,1177,76505,7650.5,68854.5,9685,59169.5,7/6/2024,7,July,2024,1177
554,Home Office,Italy,Tablet,High,33,90,344,11352,2270.4,9081.6,2970,6111.6,7/7/2024,7,July,2024,344
555,Home Office,Germany,Monitor,High,40,215,737,29480,5896,23584,8600,14984,7/8/2024,7,July,2024,737
556,Corporate,United Kingdom,Headphones,Low,74,83,847,62678,3133.9,59544.1,6142,53402.1,7/9/2024,7,July,2024,847
557,Consumer,United Kingdom,Tablet,Medium,43,66,502,21586,2158.6,19427.4,2838,16589.4,7/10/2024,7,July,2024,502
558,Home Office,Germany,Tablet,Low,44,214,943,41492,2074.6,39417.4,9416,30001.4,7/11/2024,7,July,2024,943
559,Home Office,Italy,Smartphone,Medium,29,202,1080,31320,3132,28188,5858,22330,7/12/2024,7,July,2024,1080
560,Consumer,United States,Tablet,Low,13,279,787,10231,511.55,9719.45,3627,6092.45,7/13/2024,7,July,2024,787
561,Corporate,United Kingdom,Smartphone,Medium,12,171,1186,14232,1423.2,12808.8,2052,10756.8,7/14/2024,7,July,2024,1186
562,Home Office,United States,Monitor,High,95,125,1039,98705,19741,78964,11875,67089,7/15/2024,7,July,2024,1039
563,Consumer,France,Monitor,Medium,46,136,544,25024,2502.4,22521.6,6256,16265.6,7/16/2024,7,July,2024,544
564,Consumer,France,Laptop,Medium,2,166,1013,2026,202.6,1823.4,332,1491.4,7/17/2024,7,July,2024,1013
565,Home Office,Germany,Monitor,Medium,35,155,1163,40705,4070.5,36634.5,5425,31209.5,7/18/2024,7,July,2024,1163
566,Home Office,United Kingdom,Laptop,Low,87,135,1000,87000,4350,82650,11745,70905,7/19/2024,7,July,2024,1000
567,Corporate,United Kingdom,Tablet,High,81,262,200,16200,3240,12960,21222,-8262,7/20/2024,7,July,2024,200
568,Consumer,Germany,Monitor,Low,90,76,346,31140,1557,29583,6840,22743,7/21/2024,7,July,2024,346
569,Corporate,Italy,Monitor,Medium,8,106,486,3888,388.8,3499.2,848,2651.2,7/22/2024,7,July,2024,486
570,Consumer,Italy,Smartphone,Medium,93,80,1175,109275,10927.5,98347.5,7440,90907.5,7/23/2024,7,July,2024,1175
571,Corporate,Germany,Monitor,Medium,26,183,853,22178,2217.8,19960.2,4758,15202.2,7/24/2024,7,July,2024,853
572,Corporate,France,Headphones,High,74,268,252,18648,3729.6,14918.4,19832,-4913.6,7/25/2024,7,July,2024,252
573,Consumer,Germany,Smartphone,Medium,90,217,503,45270,4527,40743,19530,21213,7/26/2024,7,July,2024,503
574,Home Office,Germany,Laptop,High,34,147,268,9112,1822.4,7289.6,4998,2291.6,7/27/2024,7,July,2024,268
575,Corporate,Italy,Laptop,High,7,61,560,3920,784,3136,427,2709,7/28/2024,7,July,2024,560
576,Consumer,Germany,Tablet,Medium,68,286,801,54468,5446.8,49021.2,19448,29573.2,7/29/2024,7,July,2024,801
577,Home Office,United Kingdom,Tablet,High,58,298,1157,67106,13421.2,53684.8,17284,36400.8,7/30/2024,7,July,2024,1157
578,Corporate,Italy,Smartphone,Medium,75,102,419,31425,3142.5,28282.5,7650,20632.5,7/31/2024,7,July,2024,419
579,Home Office,United Kingdom,Tablet,Low,29,248,1161,33669,1683.45,31985.55,7192,24793.55,8/1/2024,8,August,2024,1161
580,Corporate,Germany,Smartphone,Medium,36,187,903,32508,3250.8,29257.2,6732,22525.2,8/2/2024,8,August,2024,903
581,Corporate,Germany,Laptop,Low,89,222,1165,103685,5184.25,98500.75,19758,78742.75,8/3/2024,8,August,2024,1165
582,Consumer,Germany,Headphones,High,21,194,774,16254,3250.8,13003.2,4074,8929.2,8/4/2024,8,August,2024,774
583,Home Office,Germany,Smartphone,Low,36,203,784,28224,1411.2,26812.8,7308,19504.8,8/5/2024,8,August,2024,784
584,Consumer,United States,Tablet,High,10,262,360,3600,720,2880,2620,260,8/6/2024,8,August,2024,360
585,Corporate,Germany,Smartphone,High,73,269,880,64240,12848,51392,19637,31755,8/7/2024,8,August,2024,880
586,Corporate,Italy,Laptop,Medium,24,239,288,6912,691.2,6220.8,5736,484.8,8/8/2024,8,August,2024,288
587,Corporate,Italy,Headphones,Medium,64,171,887,56768,5676.8,51091.2,10944,40147.2,8/9/2024,8,August,2024,887
588,Home Office,France,Tablet,High,99,95,980,97020,19404,77616,9405,68211,8/10/2024,8,August,2024,980
589,Home Office,Germany,Laptop,Medium,49,113,784,38416,3841.6,34574.4,5537,29037.4,8/11/2024,8,August,2024,784
590,Consumer,Germany,Laptop,Medium,99,179,956,94644,9464.4,85179.6,17721,67458.6,8/12/2024,8,August,2024,956
591,Consumer,United Kingdom,Monitor,Low,36,103,788,28368,1418.4,26949.6,3708,23241.6,8/13/2024,8,August,2024,788
592,Corporate,Germany,Tablet,Low,82,156,358,29356,1467.8,27888.2,12792,15096.2,8/14/2024,8,August,2024,358
593,Home Office,United States,Tablet,Medium,96,242,688,66048,6604.8,59443.2,23232,36211.2,8/15/2024,8,August,2024,688
594,Home Office,France,Tablet,Medium,24,100,1170,28080,2808,25272,2400,22872,8/16/2024,8,August,2024,1170
595,Home Office,United States,Laptop,High,23,230,523,12029,2405.8,9623.2,5290,4333.2,8/17/2024,8,August,2024,523
596,Consumer,Italy,Tablet,High,62,85,809,50158,10031.6,40126.4,5270,34856.4,8/18/2024,8,August,2024,809
597,Home Office,United States,Headphones,Medium,96,164,580,55680,5568,50112,15744,34368,8/19/2024,8,August,2024,580
598,Consumer,France,Monitor,High,37,75,301,11137,2227.4,8909.6,2775,6134.6,8/20/2024,8,August,2024,301
599,Home Office,France,Headphones,High,12,78,693,8316,1663.2,6652.8,936,5716.8,8/21/2024,8,August,2024,693
600,Consumer,United States,Laptop,High,55,198,843,46365,9273,37092,10890,26202,8/22/2024,8,August,2024,843
601,Consumer,Germany,Monitor,Medium,13,60,813,10569,1056.9,9512.1,780,8732.1,8/23/2024,8,August,2024,813
602,Home Office,France,Tablet,High,23,89,218,5014,1002.8,4011.2,2047,1964.2,8/24/2024,8,August,2024,218
603,Home Office,Germany,Laptop,Medium,89,60,653,58117,5811.7,52305.3,5340,46965.3,8/25/2024,8,August,2024,653
604,Home Office,United States,Smartphone,Low,99,213,681,67419,3370.95,64048.05,21087,42961.05,8/26/2024,8,August,2024,681
605,Corporate,France,Headphones,Low,30,162,793,23790,1189.5,22600.5,4860,17740.5,8/27/2024,8,August,2024,793
606,Corporate,Germany,Smartphone,High,17,236,596,10132,2026.4,8105.6,4012,4093.6,8/28/2024,8,August,2024,596
607,Home Office,France,Laptop,High,62,88,478,29636,5927.2,23708.8,5456,18252.8,8/29/2024,8,August,2024,478
608,Home Office,United States,Laptop,Low,84,281,1050,88200,4410,83790,23604,60186,8/30/2024,8,August,2024,1050
609,Consumer,United Kingdom,Smartphone,Medium,89,276,564,50196,5019.6,45176.4,24564,20612.4,8/31/2024,8,August,2024,564
610,Home Office,Italy,Tablet,Low,86,103,530,45580,2279,43301,8858,34443,9/1/2024,9,September,2024,530
611,Home Office,France,Headphones,Medium,13,147,840,10920,1092,9828,1911,7917,9/2/2024,9,September,2024,840
612,Consumer,France,Headphones,Low,59,104,543,32037,1601.85,30435.15,6136,24299.15,9/3/2024,9,September,2024,543
613,Corporate,United States,Monitor,Low,19,160,1021,19399,969.95,18429.05,3040,15389.05,9/4/2024,9,September,2024,1021
614,Home Office,Germany,Smartphone,Low,49,201,654,32046,1602.3,30443.7,9849,20594.7,9/5/2024,9,September,2024,654
615,Consumer,United States,Laptop,Medium,12,295,800,9600,960,8640,3540,5100,9/6/2024,9,September,2024,800
616,Consumer,Italy,Laptop,Low,61,199,924,56364,2818.2,53545.8,12139,41406.8,9/7/2024,9,September,2024,924
617,Corporate,United Kingdom,Laptop,Low,19,118,854,16226,811.3,15414.7,2242,13172.7,9/8/2024,9,September,2024,854
618,Home Office,France,Tablet,Medium,76,105,264,20064,2006.4,18057.6,7980,10077.6,9/9/2024,9,September,2024,264
619,Home Office,France,Smartphone,Low,9,82,275,2475,123.75,2351.25,738,1613.25,9/10/2024,9,September,2024,275
620,Consumer,United States,Monitor,Low,71,299,910,64610,3230.5,61379.5,21229,40150.5,9/11/2024,9,September,2024,910
621,Corporate,United States,Tablet,High,28,85,342,9576,1915.2,7660.8,2380,5280.8,9/12/2024,9,September,2024,342
622,Home Office,United Kingdom,Tablet,Medium,78,288,1116,87048,8704.8,78343.2,22464,55879.2,9/13/2024,9,September,2024,1116
623,Corporate,United States,Tablet,Low,95,197,1114,105830,5291.5,100538.5,18715,81823.5,9/14/2024,9,September,2024,1114
624,Consumer,Italy,Tablet,High,52,260,1027,53404,10680.8,42723.2,13520,29203.2,9/15/2024,9,September,2024,1027
625,Consumer,Germany,Smartphone,High,83,276,804,66732,13346.4,53385.6,22908,30477.6,9/16/2024,9,September,2024,804
626,Home Office,Germany,Monitor,Low,16,293,672,10752,537.6,10214.4,4688,5526.4,9/17/2024,9,September,2024,672
627,Consumer,United States,Headphones,Medium,69,284,616,42504,4250.4,38253.6,19596,18657.6,9/18/2024,9,September,2024,616
628,Home Office,United States,Monitor,High,99,130,504,49896,9979.2,39916.8,12870,27046.8,9/19/2024,9,September,2024,504
629,Consumer,Germany,Tablet,Medium,12,239,935,11220,1122,10098,2868,7230,9/20/2024,9,September,2024,935
630,Consumer,France,Smartphone,High,25,158,696,17400,3480,13920,3950,9970,9/21/2024,9,September,2024,696
631,Consumer,Italy,Monitor,Low,52,284,490,25480,1274,24206,14768,9438,9/22/2024,9,September,2024,490
632,Home Office,Germany,Tablet,High,85,275,1139,96815,19363,77452,23375,54077,9/23/2024,9,September,2024,1139
633,Consumer,United Kingdom,Tablet,High,53,250,301,15953,3190.6,12762.4,13250,-487.6,9/24/2024,9,September,2024,301
634,Consumer,Germany,Monitor,Low,23,203,1185,27255,1362.75,25892.25,4669,21223.25,9/25/2024,9,September,2024,1185
635,Home Office,United Kingdom,Laptop,Medium,16,243,466,7456,745.6,6710.4,3888,2822.4,9/26/2024,9,September,2024,466
636,Corporate,United States,Smartphone,Low,57,294,1066,60762,3038.1,57723.9,16758,40965.9,9/27/2024,9,September,2024,1066
637,Consumer,United Kingdom,Tablet,High,39,122,1167,45513,9102.6,36410.4,4758,31652.4,9/28/2024,9,September,2024,1167
638,Consumer,Germany,Tablet,Medium,53,250,821,43513,4351.3,39161.7,13250,25911.7,9/29/2024,9,September,2024,821
639,Consumer,Germany,Tablet,Medium,42,89,1173,49266,4926.6,44339.4,3738,40601.4,9/30/2024,9,September,2024,1173
640,Corporate,United States,Tablet,Medium,58,66,1041,60378,6037.8,54340.2,3828,50512.2,10/1/2024,10,October,2024,1041
641,Home Office,Germany,Laptop,High,39,178,1161,45279,9055.8,36223.2,6942,29281.2,10/2/2024,10,October,2024,1161
642,Consumer,Germany,Monitor,Medium,14,266,1141,15974,1597.4,14376.6,3724,10652.6,10/3/2024,10,October,2024,1141
643,Home Office,United States,Tablet,High,95,110,976,92720,18544,74176,10450,63726,10/4/2024,10,October,2024,976
644,Home Office,United States,Headphones,Low,5,220,202,1010,50.5,959.5,1100,-140.5,10/5/2024,10,October,2024,202
645,Home Office,United States,Monitor,Medium,35,153,284,9940,994,8946,5355,3591,10/6/2024,10,October,2024,284
646,Corporate,France,Smartphone,Medium,87,91,993,86391,8639.1,77751.9,7917,69834.9,10/7/2024,10,October,2024,993
647,Home Office,United States,Headphones,Low,93,74,527,49011,2450.55,46560.45,6882,39678.45,10/8/2024,10,October,2024,527
648,Home Office,United Kingdom,Headphones,High,75,88,1015,76125,15225,60900,6600,54300,10/9/2024,10,October,2024,1015
649,Home Office,Germany,Tablet,High,18,84,649,11682,2336.4,9345.6,1512,7833.6,10/10/2024,10,October,2024,649
650,Home Office,United Kingdom,Headphones,Medium,76,180,653,49628,4962.8,44665.2,13680,30985.2,10/11/2024,10,October,2024,653
651,Corporate,Italy,Monitor,Low,9,291,1123,10107,505.35,9601.65,2619,6982.65,10/12/2024,10,October,2024,1123
652,Consumer,Germany,Laptop,Medium,74,278,828,61272,6127.2,55144.8,20572,34572.8,10/13/2024,10,October,2024,828
653,Corporate,United Kingdom,Monitor,Low,58,157,420,24360,1218,23142,9106,14036,10/14/2024,10,October,2024,420
654,Consumer,Germany,Smartphone,High,17,221,353,6001,1200.2,4800.8,3757,1043.8,10/15/2024,10,October,2024,353
655,Corporate,United States,Smartphone,High,7,228,864,6048,1209.6,4838.4,1596,3242.4,10/16/2024,10,October,2024,864
656,Corporate,Italy,Tablet,High,46,271,211,9706,1941.2,7764.8,12466,-4701.2,10/17/2024,10,October,2024,211
657,Corporate,Italy,Laptop,Low,13,151,332,4316,215.8,4100.2,1963,2137.2,10/18/2024,10,October,2024,332
658,Home Office,United Kingdom,Smartphone,Low,40,147,1193,47720,2386,45334,5880,39454,10/19/2024,10,October,2024,1193
659,Corporate,United States,Laptop,Low,42,61,503,21126,1056.3,20069.7,2562,17507.7,10/20/2024,10,October,2024,503
660,Home Office,United Kingdom,Tablet,Low,9,68,492,4428,221.4,4206.6,612,3594.6,10/21/2024,10,October,2024,492
661,Home Office,Italy,Monitor,Medium,50,150,1174,58700,5870,52830,7500,45330,10/22/2024,10,October,2024,1174
662,Consumer,Germany,Laptop,Medium,27,93,499,13473,1347.3,12125.7,2511,9614.7,10/23/2024,10,October,2024,499
663,Home Office,Italy,Headphones,Medium,66,236,939,61974,6197.4,55776.6,15576,40200.6,10/24/2024,10,October,2024,939
664,Consumer,United Kingdom,Smartphone,Low,5,98,982,4910,245.5,4664.5,490,4174.5,10/25/2024,10,October,2024,982
665,Home Office,Italy,Smartphone,Medium,29,238,242,7018,701.8,6316.2,6902,-585.8,10/26/2024,10,October,2024,242
666,Consumer,United Kingdom,Headphones,High,37,66,1143,42291,8458.2,33832.8,2442,31390.8,10/27/2024,10,October,2024,1143
667,Corporate,France,Headphones,High,38,123,542,20596,4119.2,16476.8,4674,11802.8,10/28/2024,10,October,2024,542
668,Corporate,Germany,Monitor,Low,83,106,525,43575,2178.75,41396.25,8798,32598.25,10/29/2024,10,October,2024,525
669,Corporate,France,Monitor,High,8,104,1013,8104,1620.8,6483.2,832,5651.2,10/30/2024,10,October,2024,1013
670,Corporate,France,Tablet,Low,65,290,697,45305,2265.25,43039.75,18850,24189.75,10/31/2024,10,October,2024,697
671,Home Office,Germany,Smartphone,Low,86,96,563,48418,2420.9,45997.1,8256,37741.1,11/1/2024,11,November,2024,563
672,Corporate,Italy,Headphones,High,17,61,1090,18530,3706,14824,1037,13787,11/2/2024,11,November,2024,1090
673,Home Office,United Kingdom,Smartphone,Medium,71,111,626,44446,4444.6,40001.4,7881,32120.4,11/3/2024,11,November,2024,626
674,Home Office,United States,Monitor,Low,89,129,220,19580,979,18601,11481,7120,11/4/2024,11,November,2024,220
675,Home Office,United Kingdom,Laptop,Low,45,265,606,27270,1363.5,25906.5,11925,13981.5,11/5/2024,11,November,2024,606
676,Corporate,United States,Tablet,Medium,4,132,818,3272,327.2,2944.8,528,2416.8,11/6/2024,11,November,2024,818
677,Corporate,France,Laptop,Low,36,57,535,19260,963,18297,2052,16245,11/7/2024,11,November,2024,535
678,Corporate,United States,Smartphone,Medium,70,272,1014,70980,7098,63882,19040,44842,11/8/2024,11,November,2024,1014
679,Home Office,Italy,Headphones,Low,31,198,316,9796,489.8,9306.2,6138,3168.2,11/9/2024,11,November,2024,316
680,Home Office,United States,Tablet,Low,19,130,323,6137,306.85,5830.15,2470,3360.15,11/10/2024,11,November,2024,323
681,Consumer,Italy,Smartphone,High,61,264,598,36478,7295.6,29182.4,16104,13078.4,11/11/2024,11,November,2024,598
682,Corporate,United Kingdom,Monitor,Low,54,278,992,53568,2678.4,50889.6,15012,35877.6,11/12/2024,11,November,2024,992
